"pitcher","role_key","inning","outs_when_up","score_gap","on_3b","on_2b","on_1b","Segmentation","Segmentation_tier2"
665621,"SP",1,0,0,0,0,0,"A","A"
468504,"RP",4,0,-3,0,0,0,"B2","B2"
606160,"RP",9,2,3,1,1,1,"B1","B1"
623474,"RP",9,2,1,0,1,1,"A","A++"
663372,"SP",1,0,0,0,0,0,"A","A"
628711,"SP",1,0,0,0,0,0,"A","A"
656970,"SP",1,0,3,0,0,0,"B1","B1"
643511,"RP",8,0,4,0,0,0,"B1","B1"
605242,"RP",7,2,-1,1,1,1,"A","A++"
650911,"RP",6,2,-3,0,0,1,"B2","B2"
666204,"RP",9,0,-4,0,0,0,"B2","B2"
571578,"SP",1,0,2,0,0,0,"A","A"
642397,"RP",9,0,0,0,0,0,"A","A"
666129,"SP",1,0,0,0,0,0,"A","A"
518553,"RP",9,0,1,0,0,0,"A","A"
656756,"SP",1,0,0,0,0,0,"A","A"
660813,"RP",7,2,1,0,0,1,"A","A+"
621016,"RP",7,0,-1,0,0,0,"A","A"
656271,"RP",9,2,0,0,1,0,"A","A++"
666808,"RP",9,0,4,0,0,0,"B1","B1"
676660,"RP",9,0,-1,0,0,0,"A","A"
669276,"RP",6,0,3,0,0,0,"B1","B1"
621242,"RP",8,0,2,0,0,0,"A","A"
607259,"RP",4,0,-1,0,0,0,"A","A"
668676,"SP",1,0,3,0,0,0,"B1","B1"
605521,"RP",7,1,-2,0,1,1,"A","A++"
552640,"RP",9,0,-1,0,0,0,"A","A"
456713,"RP",9,0,3,0,0,0,"B1","B1"
502043,"SP",1,0,0,0,0,0,"A","A"
642207,"RP",8,0,-2,0,0,0,"A","A"
641778,"SP",1,0,0,0,0,0,"A","A"
656793,"RP",4,1,-5,0,1,1,"B2","B2"
642232,"SP",1,0,0,0,0,0,"A","A"
521230,"RP",9,0,1,0,0,0,"A","A"
593974,"RP",9,0,0,0,0,0,"A","A"
676886,"RP",8,2,-3,0,0,1,"B2","B2"
667427,"RP",7,0,-3,0,0,0,"B2","B2"
592866,"SP",1,0,0,0,0,0,"A","A"
640462,"RP",8,0,-3,0,0,0,"B2","B2"
657612,"RP",8,2,0,1,1,1,"A","A++"
642701,"RP",8,0,1,0,0,0,"A","A"
448179,"SP",1,0,1,0,0,0,"A","A"
650633,"RP",10,0,0,0,1,0,"A","A++"
450203,"SP",1,0,3,0,0,0,"B1","B1"
543521,"RP",7,0,3,0,0,0,"B1","B1"
641329,"RP",8,0,-1,0,0,0,"A","A"
669395,"RP",8,0,-2,0,1,1,"A","A++"
664092,"RP",8,0,-3,0,0,0,"B2","B2"
592332,"SP",1,0,0,0,0,0,"A","A"
664285,"SP",1,0,0,0,0,0,"A","A"
573124,"RP",10,0,3,0,1,0,"B1","B1"
605507,"SP",1,0,0,0,0,0,"A","A"
656529,"RP",7,0,1,0,0,0,"A","A"
607536,"SP",1,0,0,0,0,0,"A","A"
641154,"SP",1,0,0,0,0,0,"A","A"
621249,"RP",6,2,-1,0,1,1,"A","A++"
657248,"SP",1,0,0,0,0,0,"A","A"
493603,"RP",5,0,2,0,0,0,"A","A"
664161,"SP",1,0,0,0,0,0,"A","A"
573668,"RP",8,0,-7,0,0,0,"B2","B2"
519043,"RP",7,0,1,0,0,0,"A","A"
663423,"RP",9,0,10,0,0,0,"B1","B1"
664747,"RP",7,0,4,0,0,0,"B1","B1"
608665,"RP",8,0,1,0,0,0,"A","A"
664854,"RP",6,1,1,0,1,1,"A","A++"
622253,"RP",8,0,1,0,0,0,"A","A"
453178,"RP",8,2,1,1,1,1,"A","A++"
656557,"RP",8,0,8,0,0,0,"B1","B1"
622075,"RP",4,2,-2,0,0,1,"A","A+"
669618,"RP",9,0,1,0,0,0,"A","A"
657240,"RP",8,0,7,0,0,0,"B1","B1"
667376,"RP",8,0,-4,0,0,0,"B2","B2"
641627,"RP",7,0,-4,0,0,0,"B2","B2"
642701,"RP",6,0,1,0,0,0,"A","A"
605177,"RP",8,1,-3,1,1,0,"B2","B2"
571901,"RP",6,2,-3,0,0,1,"B2","B2"
656945,"RP",9,0,0,0,0,0,"A","A"
468504,"RP",11,0,0,0,1,0,"A","A++"
657277,"SP",1,0,0,0,0,0,"A","A"
453343,"RP",9,0,1,0,0,0,"A","A"
607200,"SP",1,0,0,0,0,0,"A","A"
650556,"RP",8,2,-4,1,0,1,"B2","B2"
622503,"RP",7,0,4,0,0,0,"B1","B1"
605280,"RP",9,0,3,0,0,0,"B1","B1"
641755,"RP",8,0,0,0,0,0,"A","A"
663432,"RP",9,0,3,0,0,0,"B1","B1"
445926,"RP",5,0,-1,0,0,0,"A","A"
666974,"RP",6,0,-6,0,0,0,"B2","B2"
666808,"RP",6,0,0,0,0,0,"A","A"
543272,"RP",7,0,3,0,0,0,"B1","B1"
543238,"RP",8,0,-1,0,0,0,"A","A"
640448,"RP",8,0,0,0,0,0,"A","A"
446321,"RP",8,2,0,0,1,1,"A","A++"
592858,"RP",8,0,4,0,0,0,"B1","B1"
670059,"RP",4,2,2,0,1,0,"A","A++"
621345,"RP",10,0,1,0,1,0,"A","A++"
663460,"SP",1,0,0,0,0,0,"A","A"
667463,"RP",8,0,1,0,0,0,"A","A"
605164,"SP",1,0,2,0,0,0,"A","A"
502179,"RP",6,0,-4,0,0,0,"B2","B2"
671345,"RP",7,0,-2,0,0,0,"A","A"
641816,"SP",1,0,0,0,0,0,"A","A"
605154,"RP",5,2,2,1,0,1,"A","A++"
622098,"RP",7,0,5,0,0,0,"B1","B1"
669467,"SP",1,0,0,0,0,0,"A","A"
547179,"SP",1,0,0,0,0,0,"A","A"
663574,"RP",8,0,1,0,0,0,"A","A"
660813,"RP",7,0,-2,0,0,0,"A","A"
605347,"RP",8,2,1,1,0,1,"A","A++"
623465,"RP",9,0,-5,0,0,0,"B2","B2"
641401,"RP",9,0,5,0,0,0,"B1","B1"
641729,"RP",8,0,-2,0,0,0,"A","A"
605151,"RP",7,1,-3,0,0,1,"B2","B2"
594835,"SP",1,0,0,0,0,0,"A","A"
641656,"RP",3,1,-4,0,1,1,"B2","B2"
622251,"RP",8,0,2,0,0,0,"A","A"
605130,"RP",9,0,6,0,0,0,"B1","B1"
621244,"SP",1,0,0,0,0,0,"A","A"
677865,"RP",3,1,-1,0,0,0,"A","A"
677651,"SP",1,0,0,0,0,0,"A","A"
668873,"SP",1,0,0,0,0,0,"A","A"
605200,"SP",1,0,0,0,0,0,"A","A"
605218,"RP",7,0,-1,0,0,0,"A","A"
607625,"RP",9,0,5,0,0,0,"B1","B1"
606160,"RP",8,0,-2,0,0,0,"A","A"
642152,"RP",5,0,-4,0,1,1,"B2","B2"
456034,"RP",5,2,-2,0,0,0,"A","A"
665001,"RP",9,0,-4,0,0,0,"B2","B2"
519326,"RP",9,0,0,0,0,0,"A","A"
663474,"SP",1,0,1,0,0,0,"A","A"
572403,"RP",5,0,2,0,0,0,"A","A"
519293,"RP",8,2,0,0,0,0,"A","A"
672710,"SP",1,0,0,0,0,0,"A","A"
607179,"RP",5,2,1,0,1,1,"A","A++"
664123,"RP",7,1,4,0,1,1,"B1","B1"
622554,"RP",8,0,3,0,0,0,"B1","B1"
502085,"RP",7,2,0,1,1,1,"A","A++"
472610,"RP",8,0,4,0,0,0,"B1","B1"
643511,"RP",8,0,0,0,0,0,"A","A"
573124,"RP",9,0,4,0,0,0,"B1","B1"
675911,"SP",1,0,0,0,0,0,"A","A"
572125,"RP",7,0,-4,0,0,0,"B2","B2"
662253,"RP",8,0,-1,0,0,0,"A","A"
453268,"RP",9,0,0,0,0,0,"A","A"
656849,"SP",1,0,1,0,0,0,"A","A"
669022,"SP",1,0,0,0,0,0,"A","A"
570257,"RP",8,1,5,0,0,1,"B1","B1"
527055,"RP",7,0,2,0,0,0,"A","A"
622663,"SP",1,0,0,0,0,0,"A","A"
623451,"RP",11,0,4,0,1,0,"B1","B1"
621112,"SP",1,0,0,0,0,0,"A","A"
592741,"RP",6,0,2,0,0,0,"A","A"
681911,"RP",8,0,-5,0,0,0,"B2","B2"
607481,"RP",5,2,-1,1,0,1,"A","A++"
601713,"SP",1,0,0,0,0,0,"A","A"
606149,"RP",9,0,0,0,0,0,"A","A"
676879,"SP",1,0,0,0,0,0,"A","A"
621074,"RP",10,0,0,0,1,0,"A","A++"
459429,"RP",7,0,0,0,0,0,"A","A"
521230,"RP",9,0,1,0,0,0,"A","A"
676092,"RP",6,0,0,0,0,0,"A","A"
689225,"SP",1,0,0,0,0,0,"A","A"
640444,"RP",8,0,-1,0,0,0,"A","A"
642585,"RP",7,0,1,0,0,0,"A","A"
596057,"RP",10,0,-3,1,0,1,"B2","B2"
621111,"SP",1,0,0,0,0,0,"A","A"
571917,"RP",8,1,-8,0,1,1,"B2","B2"
669211,"RP",5,0,3,0,0,0,"B1","B1"
661383,"RP",8,1,-3,1,0,1,"B2","B2"
676714,"RP",7,0,4,0,0,0,"B1","B1"
656302,"SP",1,0,0,0,0,0,"A","A"
617228,"RP",9,0,8,0,0,0,"B1","B1"
554430,"SP",1,0,0,0,0,0,"A","A"
595345,"RP",8,0,0,0,0,0,"A","A"
670912,"SP",1,0,0,0,0,0,"A","A"
656876,"SP",1,0,0,0,0,0,"A","A"
571710,"RP",6,0,-2,0,0,0,"A","A"
503285,"RP",9,0,0,0,0,0,"A","A"
548384,"RP",8,0,2,0,0,0,"A","A"
650633,"RP",8,0,2,0,0,0,"A","A"
593619,"RP",8,0,-4,0,0,0,"B2","B2"
543521,"RP",7,0,0,0,0,0,"A","A"
656222,"RP",8,1,1,0,0,1,"A","A+"
669330,"SP",1,0,0,0,0,0,"A","A"
517008,"RP",10,0,0,0,1,0,"A","A++"
640462,"RP",6,0,-4,0,0,0,"B2","B2"
608717,"RP",9,0,-1,0,0,0,"A","A"
605195,"RP",6,2,-2,0,0,0,"A","A"
663765,"RP",6,0,-2,0,0,0,"A","A"
544365,"RP",8,0,12,0,0,0,"B1","B1"
570666,"RP",9,0,-3,0,0,0,"B2","B2"
643410,"RP",5,0,-5,0,0,0,"B2","B2"
571917,"RP",6,1,-2,0,1,1,"A","A++"
657571,"RP",8,0,4,0,0,0,"B1","B1"
446321,"RP",8,2,-6,0,0,0,"B2","B2"
501985,"SP",1,0,0,0,0,0,"A","A"
669270,"RP",7,1,-6,1,0,1,"B2","B2"
643377,"RP",9,0,6,0,0,0,"B1","B1"
681806,"RP",6,2,-10,0,0,0,"B2","B2"
664353,"SP",1,0,0,0,0,0,"A","A"
621345,"RP",9,0,0,0,0,0,"A","A"
571948,"RP",4,2,-5,0,1,1,"B2","B2"
605525,"RP",9,0,5,0,0,0,"B1","B1"
664208,"RP",7,1,7,0,0,0,"B1","B1"
665001,"RP",5,2,-6,0,1,1,"B2","B2"
668665,"RP",7,2,-3,0,0,1,"B2","B2"
663558,"RP",4,0,1,0,0,0,"A","A"
643524,"RP",9,0,-7,0,0,0,"B2","B2"
543037,"SP",1,0,0,0,0,0,"A","A"
553902,"RP",9,0,-12,0,0,0,"B2","B2"
595881,"RP",8,0,-5,0,0,0,"B2","B2"
664141,"SP",1,0,0,0,0,0,"A","A"
663556,"SP",1,0,0,0,0,0,"A","A"
656803,"RP",9,0,10,0,0,0,"B1","B1"
667376,"RP",9,0,-6,0,0,0,"B2","B2"
605218,"RP",7,0,6,0,0,0,"B1","B1"
605397,"SP",1,0,1,0,0,0,"A","A"
641501,"RP",7,0,4,0,0,0,"B1","B1"
622075,"RP",7,0,4,0,0,0,"B1","B1"
673316,"RP",7,0,-6,0,0,0,"B2","B2"
670950,"RP",5,2,-1,0,1,0,"A","A++"
661527,"RP",8,0,7,0,0,0,"B1","B1"
670167,"RP",8,1,2,0,1,0,"A","A++"
643493,"RP",7,0,-4,0,0,0,"B2","B2"
663432,"RP",9,0,3,0,0,0,"B1","B1"
676534,"RP",8,0,4,0,0,0,"B1","B1"
543135,"SP",1,0,0,0,0,0,"A","A"
669145,"SP",1,0,0,0,0,0,"A","A"
573009,"RP",6,0,3,0,0,0,"B1","B1"
608648,"RP",7,0,3,0,0,0,"B1","B1"
676886,"RP",8,1,-4,0,0,1,"B2","B2"
542888,"RP",9,0,4,0,0,0,"B1","B1"
571945,"SP",1,0,0,0,0,0,"A","A"
656986,"RP",6,1,-2,0,1,0,"A","A++"
668868,"RP",6,0,8,0,0,0,"B1","B1"
621016,"RP",8,0,-7,0,0,0,"B2","B2"
656458,"RP",10,2,-1,1,1,1,"A","A++"
664199,"RP",6,1,-10,1,1,1,"B2","B2"
453343,"RP",9,0,2,0,0,0,"A","A"
598287,"RP",7,0,5,0,0,0,"B1","B1"
660593,"RP",7,0,-5,0,0,0,"B2","B2"
608331,"SP",1,0,0,0,0,0,"A","A"
518489,"RP",9,0,5,0,0,0,"B1","B1"
607755,"RP",8,0,-3,0,0,0,"B2","B2"
657240,"RP",7,0,-3,0,0,0,"B2","B2"
623149,"RP",9,0,1,0,0,0,"A","A"
669456,"SP",1,0,2,0,0,0,"A","A"
682171,"RP",8,0,-1,0,0,0,"A","A"
453268,"RP",9,0,0,0,0,0,"A","A"
670810,"RP",6,2,-5,1,0,1,"B2","B2"
621107,"SP",1,0,0,0,0,0,"A","A"
605135,"SP",1,0,0,0,0,0,"A","A"
542947,"SP",1,0,0,0,0,0,"A","A"
592346,"SP",1,0,2,0,0,0,"A","A"
676684,"RP",7,0,-12,0,0,0,"B2","B2"
621383,"RP",8,0,-4,0,0,0,"B2","B2"
573186,"SP",1,0,0,0,0,0,"A","A"
641755,"RP",8,0,0,0,0,0,"A","A"
518876,"SP",1,0,0,0,0,0,"A","A"
663546,"RP",2,0,5,0,0,0,"B1","B1"
663436,"SP",1,0,0,0,0,0,"A","A"
669212,"RP",8,2,3,0,0,1,"B1","B1"
517008,"RP",7,0,0,0,0,0,"A","A"
669203,"SP",1,0,0,0,0,0,"A","A"
607455,"RP",5,0,-2,1,1,0,"A","A++"
661403,"RP",9,0,3,0,0,0,"B1","B1"
669618,"RP",9,0,1,0,0,0,"A","A"
681217,"SP",1,0,0,0,0,0,"A","A"
661269,"RP",5,0,-3,0,0,0,"B2","B2"
572125,"RP",8,2,-4,0,0,1,"B2","B2"
660730,"SP",1,0,0,0,0,0,"A","A"
671790,"RP",6,0,-7,0,0,0,"B2","B2"
680686,"SP",1,0,0,0,0,0,"A","A"
621363,"RP",9,2,3,1,1,1,"B1","B1"
594580,"RP",9,1,-2,0,1,1,"A","A++"
642585,"RP",9,0,-3,0,0,0,"B2","B2"
606424,"RP",7,0,13,0,0,0,"B1","B1"
501925,"RP",8,0,4,0,0,0,"B1","B1"
545343,"RP",6,1,-7,0,0,1,"B2","B2"
543339,"RP",8,2,4,0,1,1,"B1","B1"
642758,"RP",9,0,-2,0,0,0,"A","A"
621076,"SP",1,0,0,0,0,0,"A","A"
605538,"RP",7,0,2,0,0,0,"A","A"
608032,"RP",10,0,0,0,1,0,"A","A++"
641793,"RP",5,0,6,0,0,0,"B1","B1"
660787,"RP",6,0,-3,0,0,0,"B2","B2"
664092,"RP",8,0,5,0,0,0,"B1","B1"
542881,"SP",1,0,0,0,0,0,"A","A"
579328,"SP",1,0,0,0,0,0,"A","A"
570257,"RP",7,0,-3,0,0,0,"B2","B2"
622251,"RP",9,0,-7,0,0,0,"B2","B2"
606930,"RP",5,1,-10,0,0,0,"B2","B2"
644364,"RP",8,0,6,0,0,0,"B1","B1"
622694,"RP",2,0,-1,0,0,0,"A","A"
605154,"SP",1,0,1,0,0,0,"A","A"
605612,"RP",8,0,-12,0,0,0,"B2","B2"
640448,"RP",8,1,3,0,0,0,"B1","B1"
642545,"RP",2,2,-4,1,0,0,"B2","B2"
641771,"SP",1,0,0,0,0,0,"A","A"
660853,"RP",8,0,6,0,1,1,"B1","B1"
663903,"SP",1,0,0,0,0,0,"A","A"
456713,"RP",8,0,1,0,0,0,"A","A"
606273,"RP",7,0,0,0,0,0,"A","A"
622268,"RP",9,0,12,0,0,0,"B1","B1"
656546,"RP",6,0,-4,0,0,0,"B2","B2"
489334,"RP",9,0,7,0,0,0,"B1","B1"
605194,"RP",5,0,1,0,1,1,"A","A++"
621381,"RP",8,0,4,0,0,1,"B1","B1"
669302,"SP",1,0,0,0,0,0,"A","A"
641540,"SP",1,0,0,0,0,0,"A","A"
445276,"RP",10,0,3,0,1,0,"B1","B1"
642130,"RP",7,0,7,0,0,0,"B1","B1"
641582,"RP",7,2,-2,0,0,1,"A","A+"
642121,"RP",8,0,-12,0,0,0,"B2","B2"
640455,"SP",1,0,0,0,0,0,"A","A"
669424,"RP",8,2,-4,1,0,1,"B2","B2"
502179,"RP",8,0,-7,0,0,0,"B2","B2"
608718,"RP",6,0,0,0,0,0,"A","A"
666120,"SP",1,0,0,0,0,0,"A","A"
643256,"RP",8,2,2,0,1,0,"A","A++"
671345,"RP",6,2,-1,0,0,1,"A","A+"
666808,"RP",6,1,-1,0,0,1,"A","A+"
623149,"RP",6,1,2,0,1,1,"A","A++"
670036,"RP",6,0,3,0,0,0,"B1","B1"
656945,"RP",9,0,3,0,0,0,"B1","B1"
646242,"RP",5,0,-4,0,0,0,"B2","B2"
503285,"RP",8,0,7,0,0,0,"B1","B1"
666201,"SP",1,0,0,0,0,0,"A","A"
641329,"RP",6,1,-3,1,1,1,"B2","B2"
656685,"RP",9,0,-2,0,0,0,"A","A"
621383,"RP",7,0,-4,0,0,0,"B2","B2"
446372,"SP",1,0,0,0,0,0,"A","A"
663423,"RP",9,0,5,0,0,0,"B1","B1"
661383,"RP",8,0,1,0,0,0,"A","A"
669674,"RP",7,0,-3,0,0,0,"B2","B2"
642028,"RP",7,1,-4,0,0,1,"B2","B2"
573124,"RP",9,0,3,0,0,0,"B1","B1"
605521,"RP",8,0,7,0,0,0,"B1","B1"
592791,"SP",1,0,0,0,0,0,"A","A"
605280,"RP",9,0,1,0,0,0,"A","A"
669270,"RP",9,0,7,0,0,0,"B1","B1"
672335,"RP",6,0,0,1,0,1,"A","A++"
593974,"RP",8,2,5,1,1,1,"B1","B1"
650895,"RP",9,0,0,0,0,0,"A","A"
595345,"RP",8,0,3,0,0,0,"B1","B1"
572193,"RP",7,0,0,0,0,0,"A","A"
621295,"RP",4,1,-2,1,1,1,"A","A++"
641941,"RP",8,0,1,0,0,0,"A","A"
543339,"RP",8,0,2,0,0,0,"A","A"
664123,"RP",7,0,2,0,0,0,"A","A"
472610,"RP",8,0,3,0,0,0,"B1","B1"
592094,"RP",7,0,2,0,0,0,"A","A"
571710,"RP",9,0,4,0,0,0,"B1","B1"
592741,"RP",8,0,-2,0,0,0,"A","A"
502042,"SP",1,0,0,0,0,0,"A","A"
621389,"RP",6,0,-5,0,0,0,"B2","B2"
622072,"SP",1,0,0,0,0,0,"A","A"
605288,"SP",1,0,0,0,0,0,"A","A"
656412,"SP",1,0,0,0,0,0,"A","A"
622253,"RP",7,0,0,0,0,0,"A","A"
657376,"RP",8,0,6,0,0,0,"B1","B1"
656271,"RP",7,0,-2,0,0,0,"A","A"
664062,"SP",1,0,0,0,0,0,"A","A"
672851,"SP",1,0,0,0,0,0,"A","A"
572070,"RP",5,0,-3,0,0,0,"B2","B2"
621074,"RP",6,1,3,0,1,1,"B1","B1"
662253,"RP",8,0,0,0,0,0,"A","A"
657265,"RP",8,0,-2,0,0,0,"A","A"
592836,"SP",1,0,0,0,0,0,"A","A"
668933,"SP",1,0,0,0,0,0,"A","A"
676831,"RP",8,1,-2,1,1,1,"A","A++"
670059,"RP",6,2,-2,0,1,0,"A","A++"
624522,"SP",1,0,0,0,0,0,"A","A"
596112,"RP",9,0,-7,0,0,0,"B2","B2"
669276,"RP",9,0,7,0,0,0,"B1","B1"
623167,"SP",1,0,0,0,0,0,"A","A"
621368,"SP",1,0,0,0,0,0,"A","A"
519008,"RP",7,0,-2,0,0,0,"A","A"
661395,"RP",6,0,1,0,0,0,"A","A"
542888,"RP",8,0,2,0,0,0,"A","A"
607216,"RP",6,1,-1,1,1,1,"A","A++"
650671,"RP",4,0,-3,0,1,1,"B2","B2"
656638,"RP",8,0,-1,0,0,0,"A","A"
642397,"RP",9,0,1,0,0,0,"A","A"
663158,"RP",7,0,2,0,0,0,"A","A"
622503,"RP",9,0,0,1,0,0,"A","A++"
571901,"RP",6,1,0,0,0,1,"A","A+"
660813,"RP",7,0,2,0,0,0,"A","A"
660271,"SP",1,0,0,0,0,0,"A","A"
456501,"SP",1,0,0,0,0,0,"A","A"
605347,"RP",8,2,0,0,1,0,"A","A++"
543475,"SP",1,0,0,0,0,0,"A","A"
672911,"RP",7,0,8,0,0,0,"B1","B1"
669461,"SP",1,0,0,0,0,0,"A","A"
605151,"RP",8,1,1,1,1,1,"A","A++"
541640,"RP",6,1,-3,0,1,0,"B2","B2"
657044,"RP",9,0,2,0,0,0,"A","A"
672282,"SP",1,0,0,0,0,0,"A","A"
645261,"SP",1,0,0,0,0,0,"A","A"
641482,"SP",1,0,0,0,0,0,"A","A"
548384,"RP",7,1,2,0,1,1,"A","A++"
623474,"RP",5,1,0,0,1,1,"A","A++"
518886,"RP",9,0,2,0,0,0,"A","A"
625643,"RP",8,0,-1,0,0,0,"A","A"
607481,"RP",8,0,-2,1,1,1,"A","A++"
656420,"RP",8,2,2,0,0,1,"A","A+"
596295,"SP",1,0,0,0,0,0,"A","A"
605177,"RP",6,0,-1,0,0,0,"A","A"
608032,"RP",8,0,-14,0,0,0,"B2","B2"
681885,"SP",1,0,0,0,0,0,"A","A"
642121,"RP",10,0,1,0,1,0,"A","A++"
682171,"RP",6,2,-7,0,0,0,"B2","B2"
656557,"RP",7,0,3,0,0,0,"B1","B1"
642207,"RP",9,0,0,0,0,0,"A","A"
675627,"RP",9,0,-3,0,0,0,"B2","B2"
641927,"SP",1,0,0,0,0,0,"A","A"
667463,"RP",8,0,1,0,0,0,"A","A"
605218,"RP",6,0,-2,0,0,0,"A","A"
592662,"SP",1,0,0,0,0,0,"A","A"
663455,"SP",1,0,0,0,0,0,"A","A"
592094,"RP",8,1,0,0,0,1,"A","A+"
656546,"RP",8,0,-3,0,0,0,"B2","B2"
641712,"SP",1,0,0,0,0,0,"A","A"
592858,"RP",8,0,0,0,0,0,"A","A"
670167,"RP",9,0,6,0,0,0,"B1","B1"
554340,"RP",9,0,4,0,0,0,"B1","B1"
669432,"SP",1,0,0,0,0,0,"A","A"
547943,"SP",1,0,0,0,0,0,"A","A"
642585,"RP",7,0,7,0,0,0,"B1","B1"
506433,"SP",1,0,1,0,0,0,"A","A"
656222,"RP",6,0,-2,0,0,0,"A","A"
669952,"SP",1,0,0,0,0,0,"A","A"
548389,"RP",5,0,2,0,0,0,"A","A"
656730,"RP",7,0,-5,0,0,0,"B2","B2"
621242,"RP",9,0,5,0,0,0,"B1","B1"
656986,"RP",8,0,-2,0,0,0,"A","A"
661403,"RP",9,0,4,0,0,0,"B1","B1"
669373,"SP",1,0,0,0,0,0,"A","A"
542947,"RP",5,0,1,1,0,1,"A","A++"
666204,"RP",8,2,2,1,1,0,"A","A++"
640462,"RP",7,1,-1,0,0,1,"A","A+"
502085,"RP",9,0,0,0,0,0,"A","A"
596071,"RP",6,2,1,0,0,1,"A","A+"
669211,"RP",8,0,7,0,0,0,"B1","B1"
676684,"RP",9,0,5,0,0,0,"B1","B1"
459429,"RP",8,0,-1,0,0,0,"A","A"
640448,"RP",7,1,-2,1,0,1,"A","A++"
657140,"SP",1,0,1,0,0,0,"A","A"
493603,"RP",8,0,3,0,0,0,"B1","B1"
527055,"RP",7,0,-4,0,0,0,"B2","B2"
518516,"SP",1,0,0,0,0,0,"A","A"
641755,"RP",8,0,0,0,0,0,"A","A"
663385,"RP",7,0,-8,0,0,0,"B2","B2"
446321,"RP",6,2,-3,0,1,1,"B2","B2"
669212,"RP",6,0,3,0,0,0,"B1","B1"
667297,"RP",5,2,-2,1,0,1,"A","A++"
543294,"SP",1,0,0,0,0,0,"A","A"
608328,"RP",5,1,1,1,1,0,"A","A++"
500779,"SP",1,0,1,0,0,0,"A","A"
608349,"RP",9,0,1,0,0,0,"A","A"
592351,"SP",1,0,0,0,0,0,"A","A"
445926,"RP",9,0,6,0,0,0,"B1","B1"
475479,"RP",7,2,2,0,0,1,"A","A+"
643410,"RP",10,0,0,0,1,0,"A","A++"
545341,"RP",9,0,-14,0,0,0,"B2","B2"
543766,"RP",8,0,4,0,0,0,"B1","B1"
623465,"RP",6,0,-1,0,0,0,"A","A"
545343,"RP",4,2,2,0,1,0,"A","A++"
489265,"RP",6,0,-2,0,0,0,"A","A"
543272,"RP",8,0,1,0,0,0,"A","A"
667376,"RP",8,0,0,0,0,0,"A","A"
647315,"RP",8,0,14,0,0,0,"B1","B1"
608717,"RP",7,1,1,1,1,0,"A","A++"
650556,"RP",8,0,-2,0,0,0,"A","A"
656629,"SP",1,0,1,0,0,0,"A","A"
656458,"RP",6,2,1,1,1,0,"A","A++"
598287,"RP",7,0,-2,0,0,0,"A","A"
680694,"SP",1,0,0,0,0,0,"A","A"
650911,"RP",7,0,1,0,0,0,"A","A"
608344,"SP",1,0,0,0,0,0,"A","A"
453268,"RP",9,0,0,0,0,0,"A","A"
676477,"SP",1,0,0,0,0,0,"A","A"
571948,"RP",10,0,0,0,1,0,"A","A++"
605195,"RP",4,0,-2,0,0,0,"A","A"
621363,"RP",10,0,1,0,1,0,"A","A++"
543521,"RP",7,0,5,0,0,0,"B1","B1"
607179,"RP",8,0,-3,0,0,0,"B2","B2"
519151,"RP",9,0,2,0,0,0,"A","A"
641729,"RP",8,0,5,0,0,0,"B1","B1"
642701,"RP",10,0,0,0,1,0,"A","A++"
643316,"RP",9,0,-5,0,0,0,"B2","B2"
656420,"RP",9,0,0,0,0,0,"A","A"
596112,"RP",6,0,3,0,0,0,"B1","B1"
596057,"RP",6,0,0,0,0,0,"A","A"
456713,"RP",9,0,0,0,0,0,"A","A"
676831,"RP",9,0,4,0,0,0,"B1","B1"
644364,"RP",4,2,-2,0,1,0,"A","A++"
434378,"SP",1,0,0,0,0,0,"A","A"
642028,"RP",8,2,-5,0,1,0,"B2","B2"
606424,"RP",6,0,3,0,0,0,"B1","B1"
681911,"RP",8,0,-1,0,0,0,"A","A"
621295,"RP",9,2,3,1,1,1,"B1","B1"
468504,"RP",6,1,-5,1,0,0,"B2","B2"
641745,"SP",1,0,0,0,0,0,"A","A"
664948,"RP",8,0,-7,0,0,0,"B2","B2"
661269,"RP",6,0,-3,0,0,0,"B2","B2"
605538,"RP",11,0,1,0,1,0,"A","A++"
572403,"RP",8,0,2,0,0,0,"A","A"
518553,"RP",7,0,-2,0,0,0,"A","A"
517008,"RP",7,0,0,0,0,0,"A","A"
668881,"SP",1,0,0,0,0,0,"A","A"
548384,"RP",7,2,-1,0,0,1,"A","A+"
622608,"SP",1,0,0,0,0,0,"A","A"
642758,"RP",6,2,-1,0,0,1,"A","A+"
641793,"RP",6,1,-1,0,0,0,"A","A"
605130,"RP",8,0,-4,0,0,0,"B2","B2"
595345,"RP",7,0,0,0,0,0,"A","A"
572125,"RP",9,1,1,1,1,1,"A","A++"
621074,"RP",7,0,0,0,0,0,"A","A"
607074,"SP",1,0,0,0,0,0,"A","A"
605488,"SP",1,0,0,0,0,0,"A","A"
607455,"RP",9,0,6,0,0,0,"B1","B1"
672335,"RP",5,2,1,0,1,1,"A","A++"
622503,"RP",8,2,-3,0,0,1,"B2","B2"
471911,"SP",1,0,0,0,0,0,"A","A"
592761,"RP",7,2,-5,0,0,0,"B2","B2"
665795,"SP",1,0,0,0,0,0,"A","A"
641582,"RP",6,0,-2,0,0,0,"A","A"
669920,"SP",1,0,0,0,0,0,"A","A"
542914,"RP",7,1,0,0,1,1,"A","A++"
608566,"SP",1,0,0,0,0,0,"A","A"
607625,"RP",6,0,2,0,0,0,"A","A"
