"","pitcher","game_pk","Segmentation_tier2","game","performance","inning","p_per_inning"
"9176",656464,716756,"B1",1,8,1,8
"9177",656464,716833,"B1",1,4,0.667,5.99700149925038
"9178",656464,716851,"A",1,-4,0.334,-11.9760479041916
"9179",656464,716889,"B1",1,3,0.667,4.49775112443778
"9180",656464,716906,"A++",1,2,0.667,2.99850074962519
"9181",656464,716919,"B1",1,9,1.334,6.74662668665667
"9182",656464,716977,"A",1,-4,0.667,-5.99700149925038
"9183",656464,716978,"A",1,-2,0.667,-2.99850074962519
"9184",656464,717003,"A",1,13,0.667,19.4902548725637
"9185",656464,717020,"B1",1,0,0.667,0
"9186",656464,717057,"A",1,1,1.333,0.750187546886722
"9187",656464,717106,"A",1,-1,0.667,-1.49925037481259
"9188",656464,717151,"A",1,-2,0.667,-2.99850074962519
"9189",656464,717190,"A++",1,4,0.667,5.99700149925038
"9190",656464,717210,"A",1,-6,1,-6
"9191",656464,717259,"A",1,3,0.333,9.009009009009
"9192",656464,717268,"A++",1,6,0,Inf
"9193",656464,717340,"B1",1,9,0.667,13.4932533733133
"9194",656464,717358,"B1",1,-6,0.667,-8.99550224887557
"9195",656464,717386,"A++",1,3,1,3
"9196",656464,717425,"A",1,-4,0.667,-5.99700149925038
"9197",656464,717439,"A+",1,1,1.334,0.749625187406297
"9198",656464,717477,"A++",1,0,0,NA
"9199",656464,717549,"B1",1,-2,0.667,-2.99850074962519
"9200",656464,717593,"B1",1,-2,0.667,-2.99850074962519
"9201",656464,717804,"B2",1,-1,1.333,-0.750187546886722
"9202",656464,717881,"B1",1,3,0.333,9.009009009009
"9203",656464,717901,"B2",1,-2,0.667,-2.99850074962519
"9204",656464,717933,"A",1,-2,0.667,-2.99850074962519
"9205",656464,717955,"B1",1,14,0.667,20.9895052473763
"9206",656464,718010,"B2",1,5,1.667,2.999400119976
"9207",656464,718043,"B1",1,5,0.666,7.5075075075075
"9208",656464,718091,"B1",1,1,1.667,0.599880023995201
"9209",656464,718146,"A++",1,-4,2,-2
"9210",656464,718236,"B2",1,4,2.667,1.49981252343457
"9211",656464,718263,"B1",1,12,0.334,35.9281437125749
"9212",656464,718342,"A++",1,3,0.666,4.5045045045045
"9213",656464,718366,"B1",1,-2,0.667,-2.99850074962519
"9214",656464,718422,"A",1,9,0.333,27.027027027027
"9215",656464,718456,"A",1,-2,0.667,-2.99850074962519
"9216",656464,718467,"A",1,1,0.667,1.49925037481259
"9217",656464,718512,"B2",1,6,1,6
"9218",656464,718527,"B1",1,12,0.333,36.036036036036
"9219",656464,718550,"B1",1,1,1,1
"9220",656464,718598,"B1",1,4,0.667,5.99700149925038
"9221",656464,718656,"A",1,10,0.334,29.9401197604791
"9222",656464,718683,"B2",1,-2,1,-2
"9223",656464,718717,"A",1,-2,0.667,-2.99850074962519
"9224",656464,718749,"B2",1,20,0.667,29.9850074962519
"9225",656464,718770,"B2",1,-2,0.334,-5.98802395209581
"9226",656529,716395,"B1",1,3,0.667,4.49775112443778
"9227",656529,716450,"B2",1,5,1,5
"9228",656529,716489,"A",1,4,0.667,5.99700149925038
"9229",656529,716529,"A",1,0,0.666,0
"9230",656529,716562,"A",1,-2,0.667,-2.99850074962519
"9231",656529,716575,"B1",1,-4,0.667,-5.99700149925038
"9232",656529,716605,"A",1,1,0.334,2.99401197604791
"9233",656529,716632,"A",1,4,0,Inf
"9234",656529,716667,"A+",1,1,0,Inf
"9235",656529,716700,"A",1,-1,0.667,-1.49925037481259
"9236",656529,716719,"B2",1,1,0.667,1.49925037481259
"9237",656529,716729,"A++",1,3,1,3
"9238",656529,716754,"A++",1,3,0.667,4.49775112443778
"9239",656529,716796,"A",1,-2,1.667,-1.1997600479904
"9240",656529,716825,"A",1,4,1,4
"9241",656529,716875,"B2",1,-2,0.667,-2.99850074962519
"9242",656529,716897,"A",1,-6,0.667,-8.99550224887557
"9243",656529,716922,"B2",1,3,0.333,9.009009009009
"9244",656529,716959,"A++",1,-1,0.666,-1.5015015015015
"9245",656529,716973,"B2",1,2,0.667,2.99850074962519
"9246",656529,717010,"B1",1,-1,0.667,-1.49925037481259
"9247",656529,717052,"A",1,-4,0.667,-5.99700149925038
"9248",656529,717060,"A",1,9,0.333,27.027027027027
"9249",656529,717108,"A",1,2,0.333,6.006006006006
"9250",656529,717163,"A++",1,6,0.333,18.018018018018
"9251",656529,717172,"A+",1,0,0,NA
"9252",656529,717217,"B2",1,6,1,6
"9253",656529,717283,"A",1,14,0.667,20.9895052473763
"9254",656529,717348,"A+",1,12,0.334,35.9281437125749
"9255",656529,717371,"B1",1,-2,1,-2
"9256",656529,717377,"A+",1,0,0.334,0
"9257",656529,717415,"A",1,12,0,Inf
"9258",656529,717443,"B1",1,7,0.667,10.4947526236882
"9259",656529,717486,"B2",1,20,0.667,29.9850074962519
"9260",656529,717521,"A++",1,-4,0.667,-5.99700149925038
"9261",656529,717546,"B1",1,3,0.333,9.009009009009
"9262",656529,717573,"A",1,-2,0.667,-2.99850074962519
"9263",656529,717577,"B1",1,-2,0.667,-2.99850074962519
"9264",656529,717613,"A",1,1,0.667,1.49925037481259
"9265",656529,717663,"A+",1,6,0.666,9.009009009009
"9266",656529,717679,"A+",1,1,1,1
"9267",656529,717739,"B2",1,0,0.667,0
"9268",656529,717758,"A++",1,19,1,19
"9269",656529,717833,"A++",1,6,1.667,3.59928014397121
"9270",656529,717858,"B1",1,1,0.667,1.49925037481259
"9271",656529,717873,"A++",1,3,1,3
"9272",656529,717924,"A",1,-2,0.667,-2.99850074962519
"9273",656529,717946,"B1",1,4,0.667,5.99700149925038
"9274",656529,717967,"B2",1,12,0.667,17.9910044977511
"9275",656529,717996,"A++",1,-4,1.667,-2.3995200959808
"9276",656529,718048,"B2",1,0,0.667,0
"9277",656529,718072,"A",1,2,0.333,6.006006006006
"9278",656529,718119,"A+",1,9,0.333,27.027027027027
"9279",656529,718129,"B2",1,-2,0.334,-5.98802395209581
"9280",656529,718248,"A++",1,4,0.333,12.012012012012
"9281",656529,718285,"A",1,-4,0.334,-11.9760479041916
"9282",656546,716393,"B2",1,-2,0,-Inf
"9283",656546,716409,"A",1,3,0.333,9.009009009009
"9284",656546,716432,"A++",1,1,0.667,1.49925037481259
"9285",656546,716481,"A+",1,0,0,NA
"9286",656546,716490,"A+",1,0,0,NA
"9287",656546,716509,"A",1,7,0.333,21.021021021021
"9288",656546,716557,"B1",1,-1,0.667,-1.49925037481259
"9289",656546,716572,"A",1,3,0.667,4.49775112443778
"9290",656546,716590,"B1",1,-4,0.667,-5.99700149925038
"9291",656546,716653,"A++",1,-1,1.334,-0.749625187406297
"9292",656546,716691,"B1",1,2,0.667,2.99850074962519
"9293",656546,716720,"A++",1,-2,0.334,-5.98802395209581
"9294",656546,716736,"A",1,-4,0.667,-5.99700149925038
"9295",656546,716765,"A++",1,-1,0.334,-2.99401197604791
"9296",656546,716787,"A++",1,1,1,1
"9297",656546,716817,"A++",1,0,0.334,0
"9298",656546,716861,"B1",1,-4,0.667,-5.99700149925038
"9299",656546,716879,"B2",1,1,0.333,3.003003003003
"9300",656546,716911,"B1",1,0,0.667,0
"9301",656546,716960,"A",1,2,1.334,1.49925037481259
"9302",656546,716990,"A++",1,0,0,NA
"9303",656546,717028,"B2",1,-1,0.667,-1.49925037481259
"9304",656546,717044,"B1",1,-4,0.667,-5.99700149925038
"9305",656546,717096,"A++",1,14,1,14
"9306",656546,717113,"B1",1,-2,0.667,-2.99850074962519
"9307",656546,717140,"A",1,5,0.667,7.49625187406297
"9308",656546,717159,"B1",1,6,0.334,17.9640718562874
"9309",656546,717189,"A+",1,0,0.334,0
"9310",656546,717208,"A++",1,1,0.334,2.99401197604791
"9311",656546,717234,"A+",1,-1,0.666,-1.5015015015015
"9312",656546,717280,"A",1,-4,0.667,-5.99700149925038
"9313",656546,717283,"B1",1,9,0,Inf
"9314",656546,717347,"A",1,1,1,1
"9315",656546,717387,"A++",1,-2,1.667,-1.1997600479904
"9316",656546,717418,"A",1,9,0.667,13.4932533733133
"9317",656546,717466,"A",1,-1,1.667,-0.599880023995201
"9318",656546,717491,"B1",1,-1,0.667,-1.49925037481259
"9319",656546,717563,"A",1,-4,0.667,-5.99700149925038
"9320",656546,717624,"B2",1,-4,0.667,-5.99700149925038
"9321",656546,717635,"A",1,-4,0.667,-5.99700149925038
"9322",656546,717689,"A",1,10,1,10
"9323",656546,717725,"A++",1,-2,0.667,-2.99850074962519
"9324",656546,717785,"A",1,-4,0.667,-5.99700149925038
"9325",656546,717811,"B2",1,25,0.334,74.8502994011977
"9326",656546,717902,"B1",1,-4,0.667,-5.99700149925038
"9327",656546,717935,"A",1,6,0.667,8.99550224887557
"9328",656546,717992,"B2",1,10,2,5
"9329",656546,718026,"B2",1,0,0,NA
"9330",656546,718043,"B2",1,7,0,Inf
"9331",656546,718073,"A",1,10,0.667,14.9925037481259
"9332",656546,718116,"B2",1,-3,1.667,-1.7996400719856
"9333",656546,718170,"B2",1,-8,1.667,-4.79904019196161
"9334",656546,718188,"A",1,2,0.667,2.99850074962519
"9335",656546,718284,"B2",1,-1,0.667,-1.49925037481259
"9336",656578,716451,"A+",1,8,1,8
"9337",656578,716551,"A",1,22,4.333,5.07731363951073
"9338",656578,716870,"A",1,17,5.667,2.99982353979178
"9339",656578,717079,"A",1,-8,1.667,-4.79904019196161
"9340",656578,717116,"A++",1,-6,2.667,-2.24971878515186
"9341",656578,717811,"B1",1,6,2.667,2.24971878515186
"9342",656578,718124,"B2",1,3,3.333,0.9000900090009
"9343",656578,718491,"B2",1,25,2.667,9.37382827146607
"9344",656578,718575,"A",1,62,1.667,37.1925614877025
"9345",656578,718641,"B1",1,-6,1,-6
"9346",656578,718656,"B2",1,14,1.667,8.39832033593281
"9347",656578,718749,"B1",1,4,2.667,1.49981252343457
"9348",656629,716573,"B2",1,14,0.667,20.9895052473763
"9349",656629,716631,"A",1,4,0.334,11.9760479041916
"9350",656629,716658,"A",1,14,0.667,20.9895052473763
"9351",656638,716361,"B1",1,-1,0.667,-1.49925037481259
"9352",656638,716380,"B1",1,1,0.334,2.99401197604791
"9353",656638,716401,"B1",1,0,0.667,0
"9354",656638,716442,"A+",1,2,1,2
"9355",656638,716510,"A+",1,18,1,18
"9356",656638,716544,"A",1,-2,0.667,-2.99850074962519
"9357",656638,716554,"B1",1,25,0.667,37.4812593703149
"9358",656638,716617,"A++",1,1,0.667,1.49925037481259
"9359",656638,716648,"A",1,-4,0.667,-5.99700149925038
"9360",656638,716658,"A++",1,-4,1,-4
"9361",656638,716694,"A",1,6,0.667,8.99550224887557
"9362",656638,716734,"A",1,6,0.333,18.018018018018
"9363",656638,716762,"A",1,1,0.667,1.49925037481259
"9364",656638,716775,"B1",1,17,0.667,25.4872563718141
"9365",656638,716808,"B2",1,1,0.667,1.49925037481259
"9366",656638,716858,"A",1,3,0.667,4.49775112443778
"9367",656638,716896,"A",1,1,0.667,1.49925037481259
"9368",656638,716922,"B1",1,0,0.667,0
"9369",656638,716939,"A++",1,3,0.334,8.98203592814372
"9370",656638,716976,"B1",1,-4,0.667,-5.99700149925038
"9371",656638,717014,"B2",1,1,0.667,1.49925037481259
"9372",656638,717091,"B2",1,6,0.667,8.99550224887557
"9373",656638,717122,"A",1,9,0.667,13.4932533733133
"9374",656638,717166,"B1",1,8,0.667,11.9940029985008
"9375",656638,717218,"B1",1,-2,0.667,-2.99850074962519
"9376",656638,717265,"A++",1,7,0.667,10.4947526236882
"9377",656638,717288,"A",1,1,0.667,1.49925037481259
"9378",656638,717333,"A",1,7,0.667,10.4947526236882
"9379",656638,717368,"A",1,-4,0.667,-5.99700149925038
"9380",656638,717406,"A",1,17,0.667,25.4872563718141
"9381",656638,717431,"A",1,12,0.667,17.9910044977511
"9382",656638,717442,"A",1,-2,0.667,-2.99850074962519
"9383",656638,717544,"A",1,2,1.667,1.1997600479904
"9384",656638,717570,"B1",1,12,0.667,17.9910044977511
"9385",656638,717621,"A",1,6,0.667,8.99550224887557
"9386",656638,717633,"A++",1,-5,1,-5
"9387",656638,717692,"A",1,0,0.667,0
"9388",656638,717711,"B1",1,18,0,Inf
"9389",656638,717752,"B1",1,-2,0.667,-2.99850074962519
"9390",656638,717790,"A++",1,0,0.333,0
"9391",656638,717804,"B1",1,10,1,10
"9392",656638,717862,"A",1,16,0.667,23.9880059970015
"9393",656638,717891,"A",1,20,0.333,60.06006006006
"9394",656638,717915,"A",1,-1,0.667,-1.49925037481259
"9395",656638,717951,"A",1,-1,0.667,-1.49925037481259
"9396",656638,717989,"A++",1,-4,0.667,-5.99700149925038
"9397",656638,718039,"B1",1,7,0.667,10.4947526236882
"9398",656638,718066,"A",1,-1,1.667,-0.599880023995201
"9399",656638,718123,"A+",1,-4,1,-4
"9400",656638,718173,"A",1,2,0.667,2.99850074962519
"9401",656638,718261,"B1",1,3,0,Inf
"9402",656638,718292,"A",1,0,0.667,0
"9403",656638,718318,"A",1,-1,0.667,-1.49925037481259
"9404",656638,718348,"A",1,1,0.667,1.49925037481259
"9405",656638,718360,"A++",1,-4,0.334,-11.9760479041916
"9406",656638,718381,"B1",1,2,0.667,2.99850074962519
"9407",656638,718441,"A",1,-4,0.667,-5.99700149925038
"9408",656638,718459,"A++",1,-4,1,-4
"9409",656638,718513,"A",1,-1,0.667,-1.49925037481259
"9410",656638,718530,"A",1,4,0.667,5.99700149925038
"9411",656638,718571,"A",1,1,0.667,1.49925037481259
"9412",656638,718593,"A",1,-2,0.667,-2.99850074962519
"9413",656638,718603,"A",1,-4,0.667,-5.99700149925038
"9414",656638,718654,"A",1,6,0.667,8.99550224887557
"9415",656638,718690,"B2",1,3,0.334,8.98203592814372
"9416",656638,718723,"A",1,9,0.667,13.4932533733133
"9417",656638,718742,"B2",1,3,0.667,4.49775112443778
"9418",656641,716379,"B2",1,-1,1.667,-0.599880023995201
"9419",656641,716422,"B2",1,5,2,2.5
"9420",656641,716549,"B2",1,-2,1.667,-1.1997600479904
"9421",656657,717243,"B2",1,34,3.667,9.27188437414781
"9422",656657,717485,"B2",1,25,3.334,7.49850029994001
"9423",656657,717544,"A",1,2,3.334,0.599880023995201
"9424",656669,716359,"A++",1,0,0.333,0
"9425",656669,717044,"B2",1,16,0.667,23.9880059970015
"9426",656716,718667,"B2",1,22,0.667,32.9835082458771
"9427",656730,716373,"A",1,11,0.667,16.4917541229385
"9428",656730,716482,"B1",1,9,0.667,13.4932533733133
"9429",656730,716578,"A+",1,4,1,4
"9430",656730,716659,"B1",1,-2,0.667,-2.99850074962519
"9431",656730,716670,"B1",1,-2,0.667,-2.99850074962519
"9432",656730,716697,"A++",1,-1,0.334,-2.99401197604791
"9433",656730,716745,"B1",1,12,1.334,8.99550224887557
"9434",656730,716822,"B1",1,-1,1.667,-0.599880023995201
"9435",656730,716857,"B1",1,-4,0.667,-5.99700149925038
"9436",656730,716894,"B1",1,1,0.667,1.49925037481259
"9437",656730,716918,"A",1,1,1,1
"9438",656730,716938,"B1",1,-4,0.667,-5.99700149925038
"9439",656730,716962,"B2",1,-4,0.667,-5.99700149925038
"9440",656730,717211,"B2",1,19,1.667,11.3977204559088
"9441",656730,717363,"A++",1,4,0.666,6.006006006006
"9442",656730,717672,"A",1,20,1.333,15.0037509377344
"9443",656730,717710,"A",1,0,0.667,0
"9444",656730,717720,"B1",1,-3,0.667,-4.49775112443778
"9445",656730,717800,"B2",1,3,0.334,8.98203592814372
"9446",656730,717831,"A++",1,4,0.667,5.99700149925038
"9447",656730,717867,"A",1,1,0.667,1.49925037481259
"9448",656730,717883,"A",1,-4,0.667,-5.99700149925038
"9449",656730,717906,"B1",1,12,0.667,17.9910044977511
"9450",656730,717942,"B2",1,1,0.667,1.49925037481259
"9451",656730,717999,"A",1,-6,0.667,-8.99550224887557
"9452",656730,718028,"A+",1,2,1,2
"9453",656730,718068,"B2",1,11,0.667,16.4917541229385
"9454",656730,718093,"B2",1,-2,1,-2
"9455",656730,718131,"B2",1,-4,0.667,-5.99700149925038
"9456",656786,716614,"B2",1,9,0,Inf
"9457",656786,716640,"B1",1,14,0.667,20.9895052473763
"9458",656786,716920,"A",1,9,0,Inf
"9459",656786,716932,"B2",1,22,0.667,32.9835082458771
"9460",656786,716972,"B1",1,1,0.667,1.49925037481259
"9461",656786,717004,"A+",1,13,1,13
"9462",656786,717163,"A",1,0,0.667,0
"9463",656786,717214,"B1",1,16,0.333,48.048048048048
"9464",656786,717239,"B2",1,5,1.667,2.999400119976
"9465",656786,717274,"A+",1,-6,1,-6
"9466",656786,717520,"A",1,2,0.667,2.99850074962519
"9467",656786,717938,"B2",1,20,1,20
"9468",656786,717980,"B1",1,7,0.667,10.4947526236882
"9469",656786,718068,"B1",1,1,0.667,1.49925037481259
"9470",656793,716355,"A",1,16,5,3.2
"9471",656794,716726,"A++",1,-1,2,-0.5
"9472",656794,716758,"B1",1,6,0.667,8.99550224887557
"9473",656794,716790,"A",1,-5,1.333,-3.75093773443361
"9474",656794,716856,"B1",1,-3,1.667,-1.7996400719856
"9475",656794,716884,"B2",1,1,0.333,3.003003003003
"9476",656814,716376,"B2",1,1,0.667,1.49925037481259
"9477",656814,716929,"B2",1,6,0.333,18.018018018018
"9478",656814,716941,"B1",1,1,0.667,1.49925037481259
"9479",656814,717082,"B1",1,13,1.333,9.75243810952738
"9480",656814,717397,"B1",1,8,0.667,11.9940029985008
"9481",656814,717775,"B1",1,31,2.667,11.6235470566179
"9482",656814,718284,"B2",1,4,0.666,6.006006006006
"9483",656814,718343,"B2",1,12,0.666,18.018018018018
"9484",656814,718354,"A",1,1,0.333,3.003003003003
"9485",656814,718415,"A",1,-1,1.667,-0.599880023995201
"9486",656814,718458,"B1",1,4,0.667,5.99700149925038
"9487",656814,718498,"B2",1,10,1.667,5.99880023995201
"9488",656814,718543,"B2",1,-2,0.667,-2.99850074962519
"9489",656814,718554,"B1",1,-1,0.667,-1.49925037481259
"9490",656820,717480,"A",1,7,0.667,10.4947526236882
"9491",656820,717695,"A++",1,6,1.666,3.60144057623049
"9492",656820,718222,"B2",1,24,1.667,14.3971205758848
"9493",656849,717203,"B1",1,2,1.667,1.1997600479904
"9494",656849,717241,"A",1,9,1.667,5.39892021595681
"9495",656849,717298,"B2",1,-1,0.667,-1.49925037481259
"9496",656849,717324,"A",1,13,0.667,19.4902548725637
"9497",656849,717330,"B2",1,-1,1,-1
"9498",656849,717413,"B2",1,7,0.667,10.4947526236882
"9499",656887,716627,"A",1,-3,0.667,-4.49775112443778
"9500",656887,716666,"A",1,8,0.667,11.9940029985008
"9501",656887,716715,"B1",1,1,0.667,1.49925037481259
"9502",656887,716751,"B2",1,-6,0.667,-8.99550224887557
"9503",656887,716783,"A+",1,5,0.334,14.9700598802395
"9504",656887,716818,"A",1,1,0.667,1.49925037481259
"9505",656887,716840,"B2",1,-3,1,-3
"9506",656887,716876,"B2",1,-2,0.667,-2.99850074962519
"9507",656924,717034,"B1",1,-1,0.667,-1.49925037481259
"9508",656945,716378,"B1",1,-6,1,-6
"9509",656945,716398,"A",1,0,0.667,0
"9510",656945,716447,"B1",1,-6,0.667,-8.99550224887557
"9511",656945,716460,"A",1,-4,0.667,-5.99700149925038
"9512",656945,716523,"A",1,15,0.667,22.4887556221889
"9513",656945,716535,"A",1,12,0.667,17.9910044977511
"9514",656945,716565,"A++",1,3,1,3
"9515",656945,716582,"B1",1,-2,0.667,-2.99850074962519
"9516",656945,716592,"A",1,-2,0.667,-2.99850074962519
"9517",656945,716643,"A++",1,0,1.334,0
"9518",656945,716679,"A",1,-2,0.667,-2.99850074962519
"9519",656945,716710,"B1",1,-1,0.667,-1.49925037481259
"9520",656945,716740,"A",1,1,0.667,1.49925037481259
"9521",656945,716771,"A++",1,4,1.667,2.3995200959808
"9522",656945,716778,"A++",1,-2,1.334,-1.49925037481259
"9523",656945,716827,"A",1,6,0.333,18.018018018018
"9524",656945,716844,"A",1,-2,0.667,-2.99850074962519
"9525",656945,716887,"B1",1,4,0.667,5.99700149925038
"9526",656945,716926,"A",1,0,0.667,0
"9527",656945,717000,"A++",1,13,0.666,19.5195195195195
"9528",656945,717070,"A",1,-6,0.667,-8.99550224887557
"9529",656945,717083,"A",1,-4,0.667,-5.99700149925038
"9530",656945,717097,"B2",1,-1,0.667,-1.49925037481259
"9531",656945,717159,"A++",1,-4,0.667,-5.99700149925038
"9532",656945,717189,"A",1,9,0.667,13.4932533733133
"9533",656945,717202,"A",1,0,0.667,0
"9534",656945,717236,"B1",1,9,0.666,13.5135135135135
"9535",656945,717292,"A",1,3,0.333,9.009009009009
"9536",656945,717306,"A",1,5,0.667,7.49625187406297
"9537",656945,717357,"A++",1,-5,1.334,-3.74812593703149
"9538",656945,717384,"B2",1,1,0.667,1.49925037481259
"9539",656945,717438,"A",1,-2,0.667,-2.99850074962519
"9540",656945,717466,"A+",1,-4,1,-4
"9541",656945,717488,"A",1,0,0.667,0
"9542",656945,717515,"A",1,2,0.667,2.99850074962519
"9543",656945,717569,"A",1,-1,0.667,-1.49925037481259
"9544",656945,717583,"B1",1,-2,0.667,-2.99850074962519
"9545",656945,717630,"A+",1,5,1,5
"9546",656945,717653,"A+",1,-2,0.667,-2.99850074962519
"9547",656945,717690,"A",1,8,0.333,24.024024024024
"9548",656945,717734,"A",1,7,0.667,10.4947526236882
"9549",656945,717749,"A",1,-4,0.667,-5.99700149925038
"9550",656945,717759,"B1",1,1,0.667,1.49925037481259
"9551",656945,717828,"A",1,2,0.667,2.99850074962519
"9552",656945,717860,"A",1,-4,0.667,-5.99700149925038
"9553",656945,717876,"B1",1,1,0.667,1.49925037481259
"9554",656945,717896,"A",1,3,0.667,4.49775112443778
"9555",656945,717927,"B1",1,-1,0.667,-1.49925037481259
"9556",656945,717963,"A++",1,-3,0.667,-4.49775112443778
"9557",656945,717984,"A++",1,-6,1,-6
"9558",656945,718015,"B1",1,4,0.667,5.99700149925038
"9559",656945,718033,"A",1,2,0.333,6.006006006006
"9560",656945,718036,"B1",1,-6,0.667,-8.99550224887557
"9561",656945,718103,"A",1,6,0.667,8.99550224887557
"9562",656945,718132,"A",1,3,0.333,9.009009009009
"9563",656945,718153,"A",1,-1,0.667,-1.49925037481259
"9564",656945,718178,"A",1,1,0.333,3.003003003003
"9565",656945,718212,"A",1,4,0.333,12.012012012012
"9566",656945,718226,"A",1,-7,1.333,-5.25131282820705
"9567",656945,718269,"A++",1,-2,0.667,-2.99850074962519
"9568",656945,718289,"A",1,-2,0.667,-2.99850074962519
"9569",656945,718303,"A",1,5,0.667,7.49625187406297
"9570",656945,718364,"A",1,6,0.333,18.018018018018
"9571",656945,718375,"A",1,-1,0.667,-1.49925037481259
"9572",656945,718429,"A",1,22,0.667,32.9835082458771
"9573",656945,718488,"A++",1,7,0.666,10.5105105105105
"9574",656945,718511,"A",1,-4,1.334,-2.99850074962519
"9575",656945,718528,"A",1,-2,0.667,-2.99850074962519
"9576",656945,718567,"A",1,-2,0.667,-2.99850074962519
"9577",656945,718609,"A",1,-2,0.667,-2.99850074962519
"9578",656945,718647,"B1",1,1,1,1
"9579",656945,718693,"B2",1,9,0.333,27.027027027027
"9580",656945,718741,"B2",1,-2,0.667,-2.99850074962519
"9581",656945,718774,"A",1,12,0.333,36.036036036036
"9582",656970,716682,"B2",1,35,3.334,10.497900419916
"9583",656970,717133,"B2",1,3,0.667,4.49775112443778
"9584",656970,717147,"A",1,-10,1.667,-5.99880023995201
"9585",656970,718321,"B2",1,28,3.334,8.39832033593281
"9586",656970,718410,"B2",1,5,1.667,2.999400119976
"9587",656970,718429,"B2",1,6,0.667,8.99550224887557
"9588",656970,718511,"A++",1,33,0.667,49.4752623688156
"9589",656970,718633,"B2",1,58,3.667,15.8167439323698
"9590",656981,718358,"B2",1,40,2.333,17.1453064723532
"9591",656981,718456,"B2",1,20,3.667,5.45404963185165
"9592",656981,718512,"B2",1,36,2.333,15.4307758251179
"9593",656981,718584,"B2",1,7,2.667,2.6246719160105
"9594",656981,718639,"B1",1,22,1.667,13.1973605278944
"9595",656986,716358,"B1",1,1,0.667,1.49925037481259
"9596",656986,716425,"B2",1,-4,1,-4
"9597",656986,716455,"B2",1,-2,1.667,-1.1997600479904
"9598",656986,716514,"B2",1,-6,1.334,-4.49775112443778
"9599",656986,716577,"B2",1,-2,0,-Inf
"9600",656986,717851,"B1",1,12,0.667,17.9910044977511
"9601",656986,718257,"B1",1,15,1.334,11.2443778110945
"9602",657024,716357,"B2",1,1,0.667,1.49925037481259
"9603",657024,716383,"A",1,6,0.333,18.018018018018
"9604",657024,716431,"A",1,-2,0.667,-2.99850074962519
"9605",657024,716452,"A",1,2,0.667,2.99850074962519
"9606",657024,716502,"B1",1,14,0.667,20.9895052473763
"9607",657024,716548,"A",1,9,0.667,13.4932533733133
"9608",657024,716566,"A",1,0,0.334,0
"9609",657024,716587,"A",1,4,0.333,12.012012012012
"9610",657024,716616,"B2",1,0,0.667,0
"9611",657024,716846,"A",1,3,0.333,9.009009009009
"9612",657024,716860,"A",1,0,0.667,0
"9613",657024,716902,"A",1,-6,0.667,-8.99550224887557
"9614",657024,716954,"A",1,2,0.667,2.99850074962519
"9615",657024,716967,"B2",1,-2,0,-Inf
"9616",657024,717012,"B1",1,0,0.667,0
"9617",657024,717026,"A",1,-2,0.667,-2.99850074962519
"9618",657024,717060,"A",1,1,0.667,1.49925037481259
"9619",657024,717087,"A",1,-4,0.667,-5.99700149925038
"9620",657024,717125,"A",1,9,0,Inf
"9621",657024,717157,"B1",1,-1,0.333,-3.003003003003
"9622",657024,717235,"A++",1,-4,0.667,-5.99700149925038
"9623",657024,717256,"B1",1,16,0.667,23.9880059970015
"9624",657024,717281,"A",1,1,0.334,2.99401197604791
"9625",657024,717311,"A++",1,4,0.667,5.99700149925038
"9626",657024,717331,"A",1,4,0.333,12.012012012012
"9627",657024,717386,"B1",1,6,0,Inf
"9628",657024,717404,"A",1,1,0.667,1.49925037481259
"9629",657024,717431,"A",1,1,0.666,1.5015015015015
"9630",657024,717496,"A",1,9,0.667,13.4932533733133
"9631",657024,717530,"A",1,13,0.667,19.4902548725637
"9632",657024,717547,"A",1,17,0.667,25.4872563718141
"9633",657024,717564,"A",1,0,0.667,0
"9634",657024,717604,"A+",1,12,1.334,8.99550224887557
"9635",657024,717646,"A",1,-6,0.667,-8.99550224887557
"9636",657024,717676,"A++",1,0,0.667,0
"9637",657024,717690,"A",1,7,0.333,21.021021021021
"9638",657024,717741,"A",1,1,0.667,1.49925037481259
"9639",657024,717753,"A",1,13,0.667,19.4902548725637
"9640",657024,717835,"A",1,-4,0.667,-5.99700149925038
"9641",657024,717843,"A",1,-2,0.667,-2.99850074962519
"9642",657024,717871,"A",1,-4,0.667,-5.99700149925038
"9643",657024,717900,"A",1,-2,0.667,-2.99850074962519
"9644",657024,717910,"A",1,1,0.667,1.49925037481259
"9645",657024,717942,"B1",1,0,1,0
"9646",657024,717988,"A+",1,-6,1,-6
"9647",657024,718013,"A++",1,2,0.667,2.99850074962519
"9648",657024,718102,"A++",1,4,0.666,6.006006006006
"9649",657024,718115,"A",1,12,0.333,36.036036036036
"9650",657024,718157,"A",1,28,0.667,41.9790104947526
"9651",657024,718192,"A++",1,1,1,1
"9652",657024,718233,"A",1,1,0.667,1.49925037481259
"9653",657024,718244,"A++",1,2,0.667,2.99850074962519
"9654",657024,718307,"B1",1,-2,0.667,-2.99850074962519
"9655",657024,718316,"B2",1,3,0.667,4.49775112443778
"9656",657024,718341,"A",1,11,0.667,16.4917541229385
"9657",657024,718379,"A++",1,-3,0.667,-4.49775112443778
"9658",657024,718392,"A",1,-4,0.667,-5.99700149925038
"9659",657024,718420,"B1",1,-8,1,-8
"9660",657024,718465,"B1",1,-2,0.667,-2.99850074962519
